Campaign Name,Mediaplan
MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_CRI_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALDAY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALDAY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_PAN_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALDAY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME,2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMIA_2021_PRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_365BOWLS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_EQUITY_AFFINITYAUDIENCES_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMIA_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMMIA_2021_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_DOM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_DOM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPV-KIDSCORP,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-SPOTIFY-TAKEOVER,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia
MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPCV-SUNMEDIA,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico
MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMPR_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMPR_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam
MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_EVENINGME_CPM-GFR-BANNERS,2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam
