"Datasource","Campaign Name","Clicks","Platform Cost ($)"
"Google Adwords","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","836","1548.569740000001"
"Google Adwords","MCMMIA_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2856","5347.713019000001"
"Google Adwords","MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","10633","14028.722150999982"
"Google Adwords","MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME","8844","2997.7696470000005"
"Google Adwords","MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME","6060","3350.1609719999997"
"Google Adwords","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","4626","6155.951730999996"
"Google Adwords","MCMMIA_2021_GTM_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_ALIMENTAMOSLOQUEERES_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","3335","4454.288395999998"
"Google Adwords","MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME","22836","12698.332341000001"
"Google Adwords","MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME","9625","20308.206502"
"Google Adwords","MCMMIA_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","5594","5295.480741000002"
"Google Adwords","MCMMIA_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2679","3779.2465470000006"
"Google Adwords","MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPC_EVENINGME","21978","2748.5544179999993"
"Google Adwords","MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPM_EVENINGME","9132","3080.485824"
"Google Adwords","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","4871","2079.049043000001"
"Google Adwords","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","8954","7227.909148999999"
"Google Adwords","MCMMIA_2021_PRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_365BOWLS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","5085","15249.856916999997"
"Google Adwords","MCMMIA_2021_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","28764","10499.781596999992"
"Google Adwords","MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPM_EVENINGME","480","527.476905"
"Google Adwords","MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPV_EVENINGME","244","599.689198"
"Google Adwords","MCMMIA_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_ALOGRANDE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","18964","6031.876115000006"
"Google Adwords","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","9135","7440.639816000001"
"Google Adwords","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","808","1100.191122"
"Google Adwords","MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1503","2132.073352"
"Google Adwords","MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","5150","5140.3068239999975"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","128796","183703.9086204784"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","94842","132428.793885562"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","74416","172067.86266812115"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRADELICE_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","16698","30025.150436554493"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","284519","455902.3803829364"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONEMAR","53948","53375.34447443006"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_POSITIVE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE",,
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_ZOOM_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE",,
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_EQUITY_AFFINITYAUDIENCES_CPM_EVENINGME","105174","111060.17181899998"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME","81954","73898.4995502192"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","161367","100758.34201478916"
"Google Adwords","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","45050","137230.96380765724"
"Other Channels","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_AUDIO_BREAKFASTFORONE_CPM-AUDIO","22","2152.500344400056"
"Other Channels","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_KIDSCORP_BREAKFASTFORONE_CPV-KIDSCORP","67704","2088.3730541396885"
"Other Channels","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPV-KIDSCORP","684","89.9073"
"Other Channels","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_XAXIS-STANDARDBANNERS_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","5520","4305.000688800111"
"Other Channels","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_KIDSCORP_FAMILYBREAKFAST_CPM-KIDSCORP","376","1148.0001836800295"
"Other Channels","MCMECU_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_EIKON_BREAKFASTFORONE_CPM-EIKON","1488","4457.5599999999995"
"Other Channels","MCMECU_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_KIDSCORP_BREAKFASTFORONE_CPCV-KIDSCORP","3178","399.95"
"Other Channels","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_GOOGLE-RESERVA_PROMOXBOX_AFFINITYAUDIENCES_CPM_EVENINGME","67224","5740.000918400146"
"Other Channels","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","0","833.34"
"Other Channels","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","0","695.6"
"Other Channels","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","0","833.34"
"Other Channels","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","0","680.8"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_XAXISPRE-ROLL_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL","13204","21920.324427480915"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","41604","55133.58614503816"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","42174","53598.37786259542"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_CLOSETOYOU_SEASONAL_CLOSETOYOU_WETRANSFER_FAMILYBREAKFAST_CPM-WETRANSFER","41264","47709.92366412213"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","7276","64885.496183206094"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_INCA_AFTERNOONSNACK_FIXED-INCA","30","16221.37404580153"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_WETRANSFER_FAMILYBREAKFAST_CPM-WETRANSFER","20632","23854.961832061064"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","3255","23377.86259541985"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","2355","12881.67938931298"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_MEGALATA_THINKY_EVENINGME_FIXED-THINKY","5248","28625.95419847327"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_CORNERSHOP_EVENINGME_FIXED-CORNERSHOP","1272","11927.480916030534"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_GAMELOFT_EVENINGME_CPM-GAMELOFT","22774","28625.95419847328"
"Other Channels","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_AZTECA_EVENINGME_FIXED-AZTECA","0","7156.48854961832"
"Other Channels","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPM-CLAROMOBILE","0","1000.0"
"Other Channels","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_EVENINGME_CPM-CLAROMOBILE","0","2500.0"
"Other Channels","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","2447","3852.8500000000004"
"Other Channels","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","0","3375.0"
"Other Channels","MCMPR_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","0","2499.99"
"Other Channels","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","3327","3892.7500000000005"
"Other Channels","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","0","3250.0"
"Other Channels","MCMPR_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_CLAROMOBILE_FAMILYBREAKFAST_CPM-CLAROMOBILE","0","750.0"
"Other Channels","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPM-CLAROMOBILE","0","1480.0"
"Other Channels","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_EVENINGME_CPM-CLAROMOBILE","0","2500.0"
"Other Channels","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","2999","3818.9000000000005"
"Other Channels","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","0","3375.0"
"Other Channels","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_TIGOMOBILE_EVENINGME_CPM-TIGOMOBILE","0","2250.0"
"Other Channels","MCMPR_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","0","2499.99"
"Other Channels","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_EVENINGME_CPM-CLAROMOBILE","0","2500.0"
"Other Channels","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPCV-ADMAZING","2214","3565.1499999999996"
"Other Channels","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENINGME_CPCV-SPOTIFY","0","3050.0"
"Other Channels","MCMPR_2021_PRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_365BOWLS_AUDIO_BREAKFASTFORONE_CPM-AUDIO","0","5167.12"
"Other Channels","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_EVENINGME_CPM-GFR-BANNERS","53","0.0"
"Other Channels","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_EVENINGME_CPV-CONNECTEDTV","3","1292.91"
"Other Channels","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SPOTIFY_EVENINGME_CPCV-SPOTIFY","0","1500.0"
"Other Channels","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPM-CLAROMOBILE","0","992.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-DISPLAY-RICHMEDIA","3","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY-STANDARDBANNER","0","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPV-SPOTIFY-DISPLAY-SPONSOREDPLAYLIST","1","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-DISPLAY-VIDEO","0","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_INSERTOS2_SIZMEK_BREAKFASTFORONE_CPM-TAPTAP-DISPLAY-RICHMEDIA","51","8.4456"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_INSERTOS2_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","0","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_INSERTOS2_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","0","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-DUNNHUMBY-DISPLAY","14","0.22410000000000005"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-DISPLAY-RICHMEDIA","2","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY","2","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_HEALTYKIDS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS–DISPLAY","0","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPC-TAPTAP-DISPLAY-STANDARBANNER","1","0.17955000000000002"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-TAPTAP-DISPLAY-RICHMEDIA","0","0.2943405"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-TAPTAP-DISPLAY-STANDARBANNER","0","0.2032641"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","14","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO","0","0.0"
"Sizmek Sas","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PRINGLESWAVY_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","1","0.0"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPM-AUDIO","6","0.3267"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","607","916.8336000000007"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPV-KIDSCORP","8466","922.5846"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-DUNNHUMBY-DISPLAY","2","0.1323"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-DUNNHUMBY-STANDARDBANNER","2","0.39689999999999986"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-KIDSCORP","39837","1618.8465600000004"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2882","5278.95360000001"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPC-TAPTAP-STANDARDBANNER","2059","369.69345"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-SPOTIFY-AUDIOAD","79","1131.5799900000002"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNER","1436","3211.2531000000017"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO","773","1894.5981"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-CARTOONNETWORK","1426","941.1673500000002"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-NICKELODEON","132","389.96747999999997"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-SPOTIFY-TAKEOVER","992","2700.3455999999996"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-RICHMEDIA","5834","3284.9597250000015"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","5404","5846.426099999999"
"Sizmek Sas","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","7481","5137.803000000001"
"Sizmek Sas","MCMMIA_2020_CRI_Kelloggs_Pringles_Seasonal_AlwaysOn_Sizmek_EveningMe_CPM-Xaxis-Video","0","0.0"
"Sizmek Sas","MCMMIA_2020_MEX_Kelloggs_Pringles_Seasonal_AlwaysOn_Sizmek_EveningMe_CPM-Xaxis-Video","0","0.0"
"Sizmek Sas","MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Spotify-VideoTakeOver","0","0.0"
"Sizmek Sas","MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Xaxis-StandardBanner","0","0.04"
"Sizmek Sas","MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPCV-Xaxis-Video","996","1639.7199999999998"
"Sizmek Sas","MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-ScrollReactive","998","2675.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_SIZMEK_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2","0.009000000000000001"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_SIZMEK_FAMILYBREAKFAST_CPCV-SUNMEDIA","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_SIZMEK_FAMILY BREAKFAST_CPM-XAXIS-STANDARDBANNERS","0","0.009000000000000001"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GANAPREMIOS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2","0.9705000000000007"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXISRICHMEDIA","1","0.16550000000000004"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","0","0.2670000000000001"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","0","0.036"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS","0","0.0"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_SIZMEK_BREAKFASTFORONE_CPCV-XAXIS-VIDEO","9","0.17400000000000002"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","0","0.11400000000000002"
"Sizmek Sas","MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_EMBAJADORES_SIZMEK_BREAKFASTFORONE_CPEC-XAXISSPOTIFY","0","0.0"
