"Mediaplan","Mediaplan Placement","Campaign Name","Current value","Expected value","Target value"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Caricam","Spotify-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","","58,140","58,140.00"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Caricam","Spotify-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","","58,140","58,140.00"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Caricam","Xaxis PUSH NOTIFICATION ADS-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","","4,999,950","4,999,950"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Caricam","Xaxis PUSH NOTIFICATION ADS-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","","4,999,950","4,999,950"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","3,258,368","1,819,115","1,904,762"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Caricam","Facebook and Instagram-HN","MCMMIA_2021_HND_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","3,653,990","1,819,115","1,904,762"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Caricam","Facebook and Instagram-NI","MCMMIA_2021_NIC_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","4,061,199","1,819,115","1,904,762"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Display-PR","MCMPR_2021_PRI_KELLOGGS_SPECIALK_SEASONAL_YOSOY_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","","493,632","4,633,333"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","SnapChat-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SNAPCHAT_EVENINGME_CPM-SNAPCHAT","","426,929","492,611"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","","368,671","3,900,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","345,097","2,840,416.67"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,717,428","1,321,230","13,976,667"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","","194,970","2,062,500.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","186,637","1,536,166.67"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","3,915,714","13,705,000"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HERSHEYS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","","321,429","1,125,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","1,917,143","6,710,000"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HERSHEYS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","","214,286","750,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","1,204,286","4,215,000"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HERSHEYS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","","192,857","675,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","324,286","1,135,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","216,143","756,500.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","194,571","681,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","1,363,651","1,242,454","13,143,333"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","132,934","1,406,250.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","2,163.00","67,294","631,633.33"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Facebook and Instagram-PR","MCMMIA_2021_PRI_KELLOGGS_SPECIALK_SEASONAL_YOSOY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","2,663,480","25,000,000"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-PR","MCMMIA_2021_PRI_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_YOSOY_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","519,379","4,875,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Audio-PR","MCMPR_2021_PRI_KELLOGGS_SPECIALK_SEASONAL_YOSOY_AUDIO_BREAKFASTFORONE_CPM-AUDIO","","774,963","1,818,182"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Admazing-PR","MCMPR_2021_PRI_KELLOGGS_SPECIALK_SEASONAL_YOSOY_SIZMEK_BREAKFASTFORONE_CPM-ADMAZING","","1,065,574","2,500,000"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-PR","MCMMIA_2021_PRI_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","1,225,410","2,875,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Audio-PR","MCMPR_2021_PRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_AUDIO_BREAKFASTFORONE_CPM-AUDIO","","255,738","600,000"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_EVENINGME","","216,665","249,997.50"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_EVENINGME","","216,665","249,997.50"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_EVENINGME","","198,523","229,065.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Youtube-DO","MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_EVENINGME","","216,665","249,997.50"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Admazing-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_EVENINGME_CPCV-ADMAZING","","564,341","651,162.79"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis PUSH NOTIFICATION ADS-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","","52,000","60,000"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Claro Mobile-SV","MCMPR_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_CLAROMOBILE_FAMILYBREAKFAST_CPM-CLAROMOBILE","","1,137,500","1,312,500"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Xaxis - Video-DO","MCMPR_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","8,734.00","28,889","33,333.33"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam","Eikon-PA","MCMPR_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-EIKON","","169","195.12"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","10,976,336","6,780,017","6,780,017"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","7,068,695","4,447,717","14,000,000"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","1,411,339.00","1,091,835","3,436,750.00"
"2021_ktbo_kube_Adverity_Mediaplan_Enero-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","174,367.00","881,118","2,309,650.00"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Redmas-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_REDMAS_CPM_MORNINGBREAKFAST","","1,167,582","4,086,538"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Facebook and Instagram-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_FACEBOOK_INSTAGRAM_AWARENESS_CPM_MORNINGBREAKFAST","","42,021,440","333,055,215"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Goblo.com-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_GLOBO_CPM_MORNINGBREAKFAST","","4,218,442","22,636,856"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","KidsCorp-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_KIDSCORP_CPM_MORNINGBREAKFAST","","745,411","4,000,000"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Pluto TV-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_PLUTOTV_CPM_MORNINGBREAKFAST","","1,419,074","7,614,986"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Verizon-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_VERIZON_CPM_MORNINGBREAKFAST","","2,135,293","11,458,333"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Google-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_GOOGLE_CPM_MORNINGBREAKFAST","","6,905,468","37,055,875"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Youtube-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_YOUTUBE_CPM_MORNINGBREAKFAST","","7,034,600","55,755,114"
"2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Twitter-BR","KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_TWITTER_TWITTER_AWARENESS_CPM","","14,514,935","50,802,273"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Redmas-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_REDMAS_CPM_EVENINGLEISURETIME","","655,738","1,538,462"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Facebook and Instagram-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_FACEBOOK_FACEBOOK_AWARENESS_CPM_EVENINGLEISURETIME","41,580,547","36,641,865","58,769,231"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Goblo.com-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_GLOBO_CPM_EVENINGLEISURETIME","","5,982,906","5,982,906"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Folha de São Paulo-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_FSP_CPM_EVENINGLEISURETIME","","3,494,316","3,494,316"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Sensacionalista-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_SENSACIONALISTA_CPM_EVENINGLEISURETIME","","1,295,738","3,040,000"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Sincero Oficial-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_MYND8-CPM-SINCERO_EVENINGLEISURETIME","","5,961,538","5,961,538"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Gina Indelicada-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_MYND8-CPM-GINA_EVENINGLEISURETIME","","2,388,060","2,388,060"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Nazaré Amarga-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_MYND8-CPM-NAZARÉ_EVENINGLEISURETIME","","4,468,085","4,468,085"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Display-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_GOOGLE_CPM_EVENINGLEISURETIME","14,747,318","8,000,000","9,230,769"
"0321_KTBO_MediaBuying_MediaPlanTaxonomy_WelcomeRuffles_Pringles","Twitter-BR","KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_TWITTER_TWITTER_AWARENESS_CPM","","1,704,888","1,863,636"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Facebook and Instagram-CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_VIEWS_CPCV_BREAKFASTFORONE","","78,914","276,200.27"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Youtube-CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_MASTERBRAND_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","","560,229","1,960,800.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Xaxis Pre-Roll -CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPCV-XAXISPRE-ROLL","","152,857","535,000.00"
"2021_ktbo_kube_Adverity_Mediaplan_Abril-Miami","Xaxis Dynamic Video-CL","MCMMIA_2020_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPM-XAXISDYNAMICVIDEO","","204,381","715,332"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","2,581,667","2,581,667"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","765,963.00","450,000","450,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","418,005","418,005.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","3,772,676","14,831,667"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","1,687,999.00","966,592","3,800,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","1,001,292","3,217,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","15,578,238","61,243,333"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","444,895.00","1,246,395","4,900,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","1,256,112","4,035,700.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","4,145,746","16,298,333"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","231,360.00","651,814","2,562,500.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","650,279","2,089,250.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","8,431,655","20,102,142","79,028,333"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_ALOGRANDE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","2,109,206.00","1,759,897","6,918,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","1,486,199","5,842,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","3,895,527","5,027,549","19,765,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_ALOGRANDE_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","1,502,337.00","1,059,372","4,164,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","825,864","3,246,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-DO","MCMMIA_2021_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","10,949,267","15,460,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-DO","MCMMIA_2021_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","5,030,331.00","1,898,770","2,681,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","4,736,667","4,736,667"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","304,000","304,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","1,920,000","1,920,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","253,500","253,500.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","1,403,333","1,403,333"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","","329,500","329,500.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","16,549,831","47,133,333"
