"Mediaplan","Mediaplan Placement","Campaign Name","Current value","Expected value","Target value"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,850,437.00","920,997","2,297,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","892,003","934,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","5,388,644","15,346,667"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,454,807.00","789,125","1,968,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","619,818","649,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","4,559,982","12,986,667"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","875,553.00","512,756","1,279,250.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","510,705","534,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","2,645,164","7,533,333"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","863,388.00","512,756","1,279,250.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","510,705","534,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","16,030,599","19,818,524","77,913,333"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","3,722,745.00","2,241,603","8,812,500.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","831,078","2,964,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","4,654,256","5,338,300","20,986,667"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,197,806.00","629,557","2,475,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","369,485","1,317,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","7,426,644","6,582,151","25,876,667"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,796,055.00","877,564","3,450,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","369,485","1,317,750.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","486,694","4,031,705","15,850,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","299,864.00","429,243","1,687,500.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-PA","MCMPR_2021_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","","287,681","1,026,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-DO","MCMMIA_2021_DOM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","","9,574,227","10,025,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-DO","MCMMIA_2021_DOM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","1,277,426.00","550,000","550,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PR","MCMMIA_2021_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","","8,333,333","8,333,333"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PR","MCMMIA_2021_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","1,414,385.00","875,000","875,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","22,170,458","23,214,286"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","","955,035","1,000,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Admazing-GT","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING","","28,651","30,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Display-GT","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY","","955,035","1,000,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis PUSH NOTIFICATION ADS-GT","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_AFTERNOONSNACK_CPC-XAXISPUSHNOTIFICATIONADS","","7,163","7,500"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Claro Mobile-GT","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_AFTERNOONSNACK_CPC-CLAROMOBILE","","5,969","6,250"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Tigo Mobile-GT","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_TIGOMOBILE_AFTERNOONSNACK_CPC-TIGOMOBILE","","5,969","6,250"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","7,276,458","7,619,048"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","","792,679","830,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Admazing-CR","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING","","28,651","30,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Display-CR","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY","","955,035","1,000,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis PUSH NOTIFICATION ADS-CR","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_AFTERNOONSNACK_CPC-XAXISPUSHNOTIFICATIONADS","","7,163","7,500"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Claro Mobile-CR","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_AFTERNOONSNACK_CPC-CLAROMOBILE","","5,969","6,250"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-PA","MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","5,684,733","5,952,381"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","","779,557","816,260.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Admazing-PA","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING","","28,651","30,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Display-PA","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY","","955,035","1,000,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis PUSH NOTIFICATION ADS-PA","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_AFTERNOONSNACK_CPC-XAXISPUSHNOTIFICATIONADS","","7,163","7,500"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Claro Mobile-PA","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_AFTERNOONSNACK_CPC-CLAROMOBILE","","5,969","6,250"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-DO","MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","11,369,466","11,904,762"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-DO","MCMMIA_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_VERANOX2_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","","835,656","875,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Admazing-DO","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPCV-ADMAZING","","33,426","35,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Display-DO","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_AFTERNOONSNACK_CPM-XAXIS-DISPLAY","","955,035","1,000,000"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis PUSH NOTIFICATION ADS-DO","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_AFTERNOONSNACK_CPC-XAXISPUSHNOTIFICATIONADS","","7,163","7,500"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Claro Mobile-DO","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLAROMOBILE_AFTERNOONSNACK_CPC-CLAROMOBILE","","5,969","6,250"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Tigo Mobile-DO","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_TIGOMOBILE_AFTERNOONSNACK_CPC-TIGOMOBILE","","5,969","6,250"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","","5,263,158","5,263,158"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","1,128,968.00","750,000","750,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","","2,727,273","2,727,273"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_GOOGLE_YOUTUBE_HOMEOFFICE_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","985,743.00","625,005","625,005.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO","","83,334","83,334.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis - Video-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO","","70,000","70,000.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Eikon-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON","","20,834","20,833.50"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Eikon-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON","","17,500","17,500.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Spotify-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","0.00","58,140","58,140.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Spotify-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SPOTIFY_MID-MORNINGSNACK_CPCV-SPOTIFY","0.00","58,140","58,140.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis PUSH NOTIFICATION ADS-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","","4,999,950","4,999,950"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Xaxis PUSH NOTIFICATION ADS-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","","4,999,950","4,999,950"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","2,273,893","2,380,952"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-HN","MCMMIA_2021_HND_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","2,273,893","2,380,952"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Caricam","Facebook and Instagram-NI","MCMMIA_2021_NIC_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","","2,273,893","2,380,952"
,,"","820,001,327",,
