"Mediaplan","Mediaplan Placement","Campaign Name","Target value","Current value"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_XAXISPRE-ROLL_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL","382,875.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Google - Reserva-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPV","8,266,847.62",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","47,533,328",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPV-XAXISPRE-ROLL","270,000.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Cornershop-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","300,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Google - Reserva-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPM","12,199,525",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOAÑO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","14,122,137",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALRELEVANCE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","28,244,275",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CIMMYT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","30,700,299",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_KELLOGGWINNINGCULTUR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","4,029,610",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WINNINGBODYANDMINE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2,530,546",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","275,985,341",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE","652,261.18",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","524,095",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","32,185,743.59","33,183,673.00"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","190,953,692",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","97,547",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_POSITIVE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","29,226,146.85",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","63,215,374",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_SIZMEK_BREAKFASTFORONE_CPV-XAXISPRE-ROLL","14,892,946.67",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","32,176,656","27,668,028"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","13,740","35,660"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Cornershop-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","240,000","235,426"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","605,947,040",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","434,987",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","58,021,936",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","20,637,119.14","27,142,523.00"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","32,710,174","44,441,025"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","WeTransfer-MX","MCMMX_2021_MEX_KELLOGGS_CLOSETOYOU_SEASONAL_CLOSETOYOU_WETRANSFER_FAMILYBREAKFAST_CPM-WETRANSFER","3,133,333",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_CLOSETOYOU_SEASONAL_CLOSETOYOU_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","27,813,824",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_CLOSETOYOU_SEASONAL_CAZACAJAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","67,429,013",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_CLOSETOYOU_SEASONAL_CLOSETOYOU_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","53,276,331",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_HERSHEYS_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","192,180,172",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_GOOGLE_YOUTUBE_EXTRADELICE_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","8,482,488.67",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_AFTERNOONSNACK","391,273.58",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK","27,650.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2,242,823",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_EQUITY_AFFINITYAUDIENCES_CPM_EVENINGME","4,306,220","27,285,973"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME","4,106,635.88",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME","3,149,536",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","13,888,972",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","1,058,280.82",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","ThinkY-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_MEGALATA_THINKY_EVENINGME_FIXED-THINKY","1,750,000.00","7,056,729.00"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_ARMALARUMBA_AFFINITYAUDIENCES_CPV_EVENINGME","417,333.33","1,146,301.00"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_ARMALARUMBA_AFFINITYAUDIENCES_CPM_EVENINGME","4,080,000","2,067,952"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","17,954,700","20,298,983"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","TapTap-Display-Rich Media-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-TAPTAP-DISPLAY-RICHMEDIA","143,318","142,345"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Xaxis - Video-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO","88,888.89","118,014.00"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Facebook and Instagram-CO","MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME","34,753","39,844"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","TapTap-Display-Standar Banner-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-TAPTAP-DISPLAY-STANDARBANNER","322,703","322,271"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Xaxis - Display-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","1,100,000","1,346,957"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","TapTap-Display-Standar Banner-CO","MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_SIZMEK_EVENINGME_CPC-TAPTAP-DISPLAY-STANDARBANNER","9,485","8,236"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","27,193.00","369,139.00"
"2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia","Youtube-CO","MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK","800,787","852,956"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Push Notification-GT","MCMPR_2021_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_PUSHNOTIFICATION_FAMILYBREAKFAST_CPC-PUSHNOTIFICATION","2,500",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Push Notification-SV","MCMPR_2021_SLV_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_PUSHNOTIFICATION_FAMILYBREAKFAST_CPC-PUSHNOTIFICATION","2,500",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","3,552,500","3,510,765"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","187,500.00","321,730.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALK_SEASONAL_ALIMENTATUPOTENCIAL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","26,234,933",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-GT","MCMMIA_2021_GTM_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_ALIMENTATUPOTENCIAL_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2,437,500.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALK_SEASONAL_ALIMENTATUPOTENCIAL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","5,985,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_ALIMENTATUPOTENCIAL_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","812,500.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-PR","MCMMIA_2021_PRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","8,458,333","889,676"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Display-PR","MCMPR_2021_PRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY","2,125,000","341,596"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-DO","MCMMIA_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","508,917","2,467,569"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-DO","MCMMIA_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_GOOGLE_YOUTUBE_KOMPLETE_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","75,000.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-GT","MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","75,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-CR","MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","116,667",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-PA","MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","116,667",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-DO","MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","116,667",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-PR","MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK","17,261,905",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-PR","MCMMIA_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGHAN_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","1,125,000.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SIZMEK_AFTERNOONSNACK_CPCV-XAXIS-VIDEO","125,000.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SPOTIFY_AFTERNOONSNACK_CPCV-SPOTIFY","1,046,511.63",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Connected TV-PR","MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_CONNECTEDTV_AFTERNOONSNACK_CPV-CONNECTEDTV","100,000.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-PA","MCMMIA_2021_PAN_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","1,111,111","465,994"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-GT","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","30,000.00","32,252.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-GT","MCMPR_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPC-CLAROMOBILE","150,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","3,552,500","1,555,717"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-SV","MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","187,500.00","263,628.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-SV","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","30,000.00","23,648.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-SV","MCMPR_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPC-CLAROMOBILE","150,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","4,736,667","2,007,879"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-CR","MCMMIA_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEDIUMBOX_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","250,000.00","268,504.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-CR","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","40,000.00","45,215.00"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Claro Mobile-CR","MCMPR_2021_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_CLAROMOBILE_FAMILYBREAKFAST_CPC-CLAROMOBILE","200,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Video-DO","MCMMIA_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO","8,333.33",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Spotify-DO","MCMPR_2021_DOM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_SPOTIFY_BREAKFASTFORONE_CPV-SPOTIFY","20,833.33",""
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Xaxis Pre-Roll-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","1,788,594.72","2,109,387.00"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Youtube-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME","14,000,000.00","30,822,500.00"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","16,542,545","21,759,156"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME","24,262","125,357"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Twitter-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_TWITTER_TWITTER_VIDEOVIEWS_CPV_EVENINGME","2,105,263.16",""
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Azteca-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_AZTECA_EVENINGME_FIXED-AZTECA","1,531,326.25",""
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Youtube-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME","240,000.00","1,770,610.00"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Youtube-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPM_EVENINGME","6,428,571","8,182,334"
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Google - Reserva-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_GOOGLE-RESERVA_PROMOXBOX_AFFINITYAUDIENCES_CPM","3,333,333",""
"2021_ktbo_kube_Adverity-Mediaplan_PromoXbox","Facebook and Instagram-CO","MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","16,666,667","23,060,795"
