"Mediaplan","Mediaplan Placement","Campaign Name","Target value","Current value"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","5,935,556","8,138,181"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-PA","MCMMIA_2020_PAN_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","1,464,444","2,310,570"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-CR","MCMMIA_2020_CRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","2,133,333","2,292,675"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-GT","MCMMIA_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","312,500.00","677,325.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-PA","MCMMIA_2020_PAN_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","125,000.00","269,319.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-CR","MCMMIA_2020_CRI_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","187,500.00","251,140.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-PR","MCMMIA_2020_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","4,444,444","2,401,086"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-PR","MCMMIA_2020_PRI_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","1,000,000.00","413,556.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-DO","MCMMIA_2020_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK","4,995,556","3,857,015"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-DO","MCMMIA_2020_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPS_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK","882,750.00","999,305.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis - Video-DO","MCMPR_2020_DOM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO","37,500.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-GT","MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","218,750.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-CR","MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","131,250.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-SV","MCMMIA_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","87,500.00","124,552.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Instagram-PR","MCMMIA_2020_PRI_KELLOGGS_SPECIALK_SEASONAL_FILTRO_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK","625,000","519,142"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Admazing-PR","MCMPR_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SIZMEK_EVENINGME_CPCV-ADMAZING","28,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","14,000,000","12,090,752"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-GT","MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITYAUDIENCES_CPV_EVENINGME","375,000.00","980,937.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Admazing-GT","MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SIZMEK_EVENINGME_CPCV-ADMAZING","15,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis-GT","MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENINGME","5,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Spotify-GT","MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENINGME","5,814","73,672"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-CR","MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","3,833,333","4,426,923"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-CR","MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITYAUDIENCES_CPV_EVENINGME","287,500.00","769,581.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Admazing-CR","MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SIZMEK_EVENINGME_CPCV-ADMAZING","12,500",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis-CR","MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENINGME","5,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Spotify-CR","MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENINGME","5,814","73,572"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-PA","MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","3,500,000","3,994,413"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-PA","MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITYAUDIENCES_CPV_EVENINGME","250,000.00","558,578.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Admazing-PA","MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SIZMEK_EVENINGME_CPCV-ADMAZING","15,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis-PA","MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENINGME","5,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Spotify-PA","MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENINGME","5,814","73,576"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-DO","MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","5,666,667","8,189,489"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-DO","MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITYAUDIENCES_CPV_EVENINGME","312,500.00","769,916.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Admazing-DO","MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SIZMEK_EVENINGME_CPCV-ADMAZING","12,500",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis-DO","MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENINGME","5,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Spotify-DO","MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENINGME","5,814","73,576"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-GT","MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,333,333","1,539,854"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-CR","MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","1,322,222","1,165,806"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-SV","MCMMIA_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","700,000","1,043,159"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-GT","MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","250,000.00","228,796.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-CR","MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","125,000.00","92,702.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Youtube-SV","MCMMIA_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","83,333.33","84,312.00"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis - Video-GT","MCMPR_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_XAXIS-VIDEO_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","20,833.33",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis - Video-CR","MCMPR_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_XAXIS-VIDEO_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","8,333.33",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis - Video-SV","MCMPR_2020_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_XAXIS-VIDEO_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","8,333.33",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Xaxis - Video-NI","MCMPR_2020_NIC_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_XAXIS-VIDEO_BREAKFASTFORONE","8,141.33",""
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-SV","MCMMIA_2020_SLV_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","10,000,000","5,813,246"
"2020_ktbo_kube_Adverity_Mediaplan_Diciembre-Caricam","Facebook and Instagram-NI","MCMMIA_2020_NIC_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","6,333,333","4,645,647"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Facebook | Instagram-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_FACEBOOK_FACEBOOK_AWARENESS_CPM_EVENINGLEISURETIME","300,359,000","350,908,734"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Instagram-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGLEISURETIME","71,446,087","154,203,074"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Youtube-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_QUESACO_AFFINITYANDTOPICS_CPV_EVENINGLEISURETIME","1,658,658.00","36,989,716.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Rappi-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_RAPPI_CPC_EVENINGLEISURETIME","39,473,684",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Twitter-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_TWITTER_TWITTER_AWARENESS_CPM_EVENINGWE","10,000,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Twitch-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_TWITCH-CPV_EVENINGLEISURETIME","1,598,455.56",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_VERIZON-CPM_EVENINGLEISURETIME_CPM","40,000,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_VERIZON-CPC_EVENINGLEISURETIME_CPC","333,333",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_VERIZON-CPV_EVENINGLEISURETIME_CPV","5,841,420.00",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_XBOX-CPM_EVENINGLEISURETIME_CPM","5,277,778",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-QueSaco","Youtube-BR","KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_PIPOCANDO_CPV_EVENINGLEISURETIME","449,612.40",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Facebook and Instagram-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","17,500,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Facebook and Instagram-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","25,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Xaxis - Standard Banners-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","5,350,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Miami","Xaxis Rich Media-CL","MCMMIA_2021_CHL_KELLOGGS_MASTERBRAND_SEASONAL_MASTERBRAND_SIZMEK_BREAKFASTFORONE_CPM-XAXISRICHMEDIA","1,337,500",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Facebook-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_FACEBOOK_FACEBOOK_AWARENESS_CPM_MORNINGBREAKFAST","158,249,378","352,136,012"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Youtube-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_TIGER_AFFINITYTOPICS_CPM_MORNINGBREAKFAST","42,068,966","82,228,923"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Youtube-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_TIGER_AFFINITYTOPICS_CPV_MORNINGBREAKFAST","15,574,694.14","42,791,860.00"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_KIDSCORP-CPV_MORNINGBREAKFAST","12,363,941.60",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Instagram-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_FACEBOOK_INSTAGRAM_AWARENESS_CPM_MORNINGBREAKFAST","240,909,600","146,001,168"
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_VERIZON-CPM_MORNINGBREAKFAST","32,750,000",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_VERIZON-CPV_MORNINGBREAKFAST","2,405,714.29",""
"2020_ktbo_kube_Adverity_Mediaplan_Octubre-Brasil-Tiger","Programmatic-BR","KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_VERIZON-CPC_MORNINGBREAKFAST","123,334",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Youtube-CO","MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","857,143","1,518,291"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Kidscorp-CO","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPV-KIDSCORP","53,571.43",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Audio-CO","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPE-AUDIO","34,090.91",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Xaxis - Standard Banners-CO","MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","500,000","339,476"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Facebook and Instagram-CO","MCMMIA_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST","13,333","33,646"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Nickelodeon-CO","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-NICKELODEON","61,224",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Cartoon Network-CO","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-CARTOONNETWORK","200,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Xaxis - Standard Banners-CO","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","1,000,000","1,400,496"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Xaxis - Video-CO","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","100,000.00","122,131.00"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","TapTap-RichMedia-CO","MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-RICHMEDIA","164,706","167,860"
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Facebook and Instagram-CO","MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_HEALTHYKIDS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","3,500,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Facebook and Instagram-CO","MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_HEALTHYKIDS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST","30,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Youtube-CO","MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HEALTHYKIDS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","100,000.00",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Youtube-CO","MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HEALTHYKIDS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","800,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Kidscorp-CO","MCMCO_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_HEALTHYKIDS_SIZMEK_FAMILYBREAKFAST_CPM-KIDSCORP","200,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Colombia","Xaxis - Standard Banners-CO","MCMCO_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_HEALTHYKIDS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","800,000",""
"2020_ktbo_kube_Adverity_Mediaplan_ExpChocoMX_Influencers","Influencer-Instagram-MX","KTBO_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_INFLUENCER-INSTAGRAM_FAMILYBREAKFAST","36,000,000",""
"2020_ktbo_kube_Adverity_Mediaplan_ExpChocoMX_Influencers","TikTok-MX","KTBO_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_TIKTOK_FAMILYBREAKFAST","39,700,000",""
"2020_ktbo_kube_Adverity_Mediaplan_ExpChocoMX_Influencers","Influencer-Youtube-MX","KTBO_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_INFLUENCER-YOUTUBE_FAMILYBREAKFAST","300,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","7,517,271","6,280,163"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAFELICIDAD_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","1,644,444",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_BENEFICIOSCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","1,644,444","1,124,732"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","24,000,000","7,444,081"
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_BREAKFASTFORONE","8,921,755.73",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Cornershop-MX","MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","120,000",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","MCMMX_2021_MEX_KELLOGGS_HERSHEYS_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","170,948,750",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_MID-MORNINGSNACK","12,667",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_EXTRADELICE_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_MID-MORNINGSNACK","10,691.64",""
"2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","8,934,426",""
"2021_ktbo_kube_Adverity_Mediaplan_Febrero-Mexico","Xaxis - Standard Banners-MX","MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","58,770,000",""
