Start Date,End Date,Month,Brand,Region,Country,Campaign,Platform,Touchpoint,Format,Goal,Investment,Reach,Impressions,CPM,Clicks,CPC,CTR,Views,CPV,VTR,CR,Complete Views,CPCV,Engagement,Sales Price,Sales Quantity,Insertions,File,Pipí,Caca,Culo,Pedo
2019-03-17,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,0,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,1069.25,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,987,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,0,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,1069.8751,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,987,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,0,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,1069.25,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,987,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-09,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Kidscorp,,,425.09999999999997,,25000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-09,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Xaxis,,,413.7204,,31250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-09,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Gameloft,,,490.49999999999994,,37500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-16,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Kidscorp,,,425.09999999999997,,25000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,658.0875,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,181.81199999999998,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,196.27553699999999,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,817.4999999999999,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,658.0875,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,817.4999999999999,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,658.0875,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,196.2,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,196.2,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,817.4999999999999,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,658.0875,,35938.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,196.2,,16667.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,196.2,,71429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,817.4999999999999,,62500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,376.04999999999995,,28750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,131.530845,,13333.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,57143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,441.44999999999993,,60000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,408.74999999999994,,28750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,13333.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,57143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,441.44999999999993,,60000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,408.74999999999994,,28750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,13333.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,57143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,441.44999999999993,,60000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,408.74999999999994,,28750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,13333.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,163.49999999999997,,57143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Xaxis,,,441.44999999999993,,60000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-16,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Xaxis,,,425.09999999999997,,31250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-16,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Gameloft,,,490.49999999999994,,37500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-23,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Kidscorp,,,425.09999999999997,,25000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-23,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Xaxis,,,425.09999999999997,,31250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-23,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Gameloft,,,425.09999999999997,,37500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-30,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Kidscorp,,,425.09999999999997,,25000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,1226.2499999999998,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,756.1874999999999,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,980.9999999999999,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,1226.2499999999998,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,756.1874999999999,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,980.9999999999999,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,1226.2499999999998,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,745.0695,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,980.9999999999999,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Turner,Cartoon Network,,,1226.2499999999998,,147638.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,756.1874999999999,,165179.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,980.9999999999999,,44643.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,531.375,,132143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,490.49999999999994,,35714.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,531.375,,132143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,490.49999999999994,,35714.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,531.375,,132143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,490.49999999999994,,35714.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Gameloft,,,531.375,,132143.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Choco Krispis,ANDEAN,Colombia,Rompela con Choco Krispis,Xaxis,Kidscorp,,,490.49999999999994,,35714.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-30,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Xaxis,,,425.09999999999997,,31250.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-30,,Juny,Choco Krispis,ANDEAN,Colombia,Game Promo,Xaxis,Gameloft,,,490.49999999999994,,37500.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,198000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,98.7,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,198000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,98.7,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,198000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,164.5,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,198000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,164.5,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,5930.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,131.6,,4112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-10,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,97.293196,,44000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,5930.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,131.6,,4112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-17,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,97.293196,,44000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,5930.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,131.6,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,131.6,,4112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-24,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,97.293525,,44000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,164.5,,5930.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,164.5,,6600.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,131.6,,4112.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-03-31,,March,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,95.386641,,44000.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,122.62499999999999,,18770.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,133.99151999999998,,8750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,122.62499999999999,,18770.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,130.79999999999998,,8750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,122.62499999999999,,18770.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,163.49999999999997,,8750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,122.62499999999999,,18770.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,163.49999999999997,,8750.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,79.790943,,12202.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,89.925,,6875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,79.790943,,12202.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-12,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,89.925,,6875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,79.790943,,12202.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-19,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,89.925,,6875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.62581599999999,,12202.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-26,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Tap Tap,,,89.925,,6875.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-02,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,133.42908,,18922.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-02,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,81.617892,,2200.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-02,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,75.07789199999999,,1429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-06-09,,Juny,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,133.42908,,18922.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,4092.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,7492.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,159.249,,7412.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-07,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,119.75851799999998,,30520.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,4092.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,7492.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,159.249,,7412.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-14,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,119.75851799999998,,30520.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,4092.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,7492.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,159.249,,7412.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-21,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,119.75851799999998,,30520.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,4092.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,159.249,,7492.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,159.249,,7412.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-04-28,,April,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,119.75851799999998,,30520.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.1,,2101.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.1,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,KidsCorp,,,98.1,,3846.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-05-05,,May,Zucaritas,ANDEAN,Colombia,Re create the game,Xaxis,Xaxis,,,98.1,,20912.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
