Start Date,End Date,Month,Brand,Region,Country,Campaign,Platform,Touchpoint,Format,Goal,Investment,Reach,Impressions,CPM,Clicks,CPC,CTR,Views,CPV,VTR,CR,Complete Views,CPCV,Engagement,Sales Price,Sales Quantity,Insertions,File,Pipí,Caca,Culo,Pedo
2019-10-20,,October,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Tap to Map,,,1221.9360000000001,,101828.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Tap to Map,,,1526.244,,127187.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Tap to Map,,,1199.784,,99982.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Tap to Map,,,1243.8000000000002,,103650.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Tap to Map,,,469.72799999999995,,39144.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Tap to Map,,,688.788,,57399.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Tap to Map,,,475.86,,39655.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Tap to Map,,,547.116,,45593.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Pringles,CARICAM,Panama,X-MAS,Xaxis,Tap to Map,,,816.3720000000001,,68031.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Pringles,CARICAM,Panama,X-MAS,Xaxis,Tap to Map,,,847.356,,70613.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-20,,October,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Tap to Map,,,556.836,,46403.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-10-27,,October,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Tap to Map,,,654.576,,54548.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,17.504,,2188.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,0.015,,2.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Xaxis - Programmatic,,,0.04,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Tap to Map,,,72.288,,6024.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,143.552,,17944.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,0.045,,6.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis - Programmatic,,,0.04,,4.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,55.56,,6945.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,0.0075,,1.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,57.72,,6533.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Tap to Map,,,73.332,,6111.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,0.24,,15.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Honduras,X-MAS,Display,S4M,,,0.008,,1.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Honduras,X-MAS,Display,S4M,,,0.015,,2.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Xaxis - Programmatic,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Tap to Map,,,71.592,,5966.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,69.74,,9484.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Tap to Map,,,69.744,,5812.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,0.18,,13.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Xaxis - Programmatic,,,0.06,,7.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Tap to Map,,,68.472,,5706.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Xaxis - Programmatic,,,0.02,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Tap to Map,,,70.8,,5900.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,61.176,,7647.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,0.06,,8.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Xaxis - Programmatic,,,40.5,,5676.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Tap to Map,,,190.536,,15878.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Xaxis - Programmatic,,,70.74,,6177.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,272.32,,34040.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,0.0375,,5.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis - Programmatic,,,25.2,,3148.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis - Programmatic,,,101.3,,7739.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,162.856,,20357.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,0.0225,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,89.74,,11226.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Tap to Map,,,192.444,,16037.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,59.38,,4738.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Xaxis - Programmatic,,,34.68,,4033.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Tap to Map,,,188.856,,15738.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Xaxis - Programmatic,,,94.74,,7222.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Nicaragua,X-MAS,Display,S4M,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,82.38,,11018.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Tap to Map,,,184.32,,15360.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,59.84,,5099.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Xaxis - Programmatic,,,63.08,,5887.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Tap to Map,,,184.38,,15365.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Xaxis - Programmatic,,,85.56,,6209.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,El Salvador,X-MAS,Display,S4M,,,0.0225,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Xaxis - Programmatic,,,51.24,,6544.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Tap to Map,,,187.548,,15629.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Xaxis - Programmatic,,,39.300000000000004,,3021.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,2.616,,327.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,0.1875,,25.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Xaxis - Programmatic,,,208.14000000000001,,32223.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Tap to Map,,,658.32,,54860.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Xaxis,Xaxis - Programmatic,,,632.44,,52363.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,553.472,,69184.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,0.1425,,19.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis - Programmatic,,,216.70000000000002,,24790.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis - Programmatic,,,357.34000000000003,,29422.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,8.072,,1009.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,1195.86,,159448.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,195.66,,21111.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Tap to Map,,,682.116,,56843.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Guatemala,X-MAS,Xaxis,Xaxis - Programmatic,,,562.54,,40991.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Xaxis - Programmatic,,,104.28,,13400.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Tap to Map,,,298.896,,24908.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Honduras,X-MAS,Xaxis,Xaxis - Programmatic,,,321.56,,24381.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,125.4,,17086.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Tap to Map,,,289.224,,24102.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Nicaragua,X-MAS,Xaxis,Xaxis - Programmatic,,,251.42000000000002,,20989.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,0.12,,15.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,0.0225,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Xaxis - Programmatic,,,260.2,,26502.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Tap to Map,,,425.616,,35468.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,Panama,X-MAS,Xaxis,Xaxis - Programmatic,,,364.6,,27889.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,El Salvador,X-MAS,Display,S4M,,,0.048,,6.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,El Salvador,X-MAS,Display,S4M,,,0.0225,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Xaxis - Programmatic,,,94.9,,11881.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Tap to Map,,,297.108,,24759.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,CARICAM,El Salvador,X-MAS,Xaxis,Xaxis - Programmatic,,,300.72,,23125.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-01,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,1225.476,,102123.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,240,,43017.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,0.75,,50.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,198.312,,24789.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,136.048,,17006.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,960.592,,120074.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,385,,13120.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,539,,2060.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,539,,52035.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,0.02,,2.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,0.09,,4.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,3400.524,,283377.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,424.8805,,77251.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,2875.845,,191723.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,251.456,,31432.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,135.264,,16908.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,1452.984,,181623.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,385,,12526.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,539,,3333.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,539,,80754.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis,,,63.208,,7901.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,2216.7,,184725.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,971.148,,80929.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,209.54999999999998,,20328.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,627.51,,60352.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,0.06,,4.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,194.08,,9939.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,474.72,,27518.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-04,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,772.24,,61555.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-11,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,2164.06,,176414.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,0.096,,12.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Republica Dominicana,X-MAS,Display,S4M,,,0.0975,,13.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,752.752,,94094.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Costa Rica,X-MAS,Display,S4M,,,0,,0.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Guatemala,X-MAS,Display,S4M,,,0.0225,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Panama,X-MAS,Display,S4M,,,0.045,,6.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,El Salvador,X-MAS,Display,S4M,,,0.024,,3.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,El Salvador,X-MAS,Display,S4M,,,0.045,,6.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Adsmovil,Adsmovil,,,459.899,,83618.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Gameloft,Gameloft,,,2623.405,,185615.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,870.232,,195031.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Display,S4M,,,385,,104865.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis,,,1431.656,,178957.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Tap to Map,,,3158.448,,263204.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,825.18,,68429.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Connected TV,,,4072.02,,277780.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,1225.7,,108353.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - Programmatic,,,3589.5,,352194.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,231.20000000000002,,13102.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,MEX,Mexico,X-MAS,Xaxis,Xaxis - TV Sync,,,1720.28,,116942.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
2019-11-18,,November,Pringles,CARICAM,Costa Rica,X-MAS,Xaxis,Xaxis - Programmatic,,,1074.48,,109073.0,,,,,,,,,,,,,,,pautas_locales_regional_2019.xlsx,,,,
