,Campaign Name
182,MCMMIA_2020_PAN_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS JUMBO_AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
183,MCMMIA_2020_CRI_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS JUMBO_AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
184,MCMMIA_2020_GTM_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS _AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
185,MCMMIA_2020_PAN_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS _AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
186,MCMMIA_2020_CRI_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS _AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
187,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_DESTAPA Y GANA_AFFINITY AUDIENCES_CPC_EVENING ME
188,MCMMIA_2020_JAM_KELLOGGS_CHEEZ IT_SEASONAL_XAXIS_YOUTUBE_CHEEZ IT_AFFINITY AUDIENCES_CPV_AFTERNOON SNACK
189,MCMMIA_2020_PRI_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS JUMBO_AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
190,MCMMIA_2020_PRI_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS _AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
191,MCMMIA_2020_DOM_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS JUMBO_AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
192,MCMMIA_2020_DOM_KELLOGGS_FROOT LOOPS_SEASONAL_XAXIS_YOUTUBE_FROOT LOOPS _AFFINITY AUDIENCES_CPV_MID-MORNING SNACK
193,MCMMIA_2020_GTM_KELLOGGS_KOMPLETE_SEASONAL_XAXIS_YOUTUBE_KOMPLETE_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
194,MCMMIA_2020_CRI_KELLOGGS_KOMPLETE_SEASONAL_XAXIS_YOUTUBE_KOMPLETE_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
195,MCMPR_2020_GTM_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_XAXIS - VIDEO_FAMILY BREAKFAST
196,MCMPR_2020_CRI_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_XAXIS - VIDEO_FAMILY BREAKFAST
197,MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_DESTAPA Y GANA_AFFINITY AUDIENCES_CPC_EVENING ME
198,MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_DESTAPA Y GANA_AFFINITY AUDIENCES_CPC_EVENING ME
199,MCMPR_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_MAIZENA_EIKON_BREAKFAST FOR ONE_CPM-EIKON
200,MCMPR_2020_HND_KELLOGGS_MASTERBRAND_SEASONAL_MAIZENA_XAXIS - DISPLAY_BREAKFAST FOR ONE_CPM-XAXIS - DISPLAY
201,MCMMIA_2020_JAM_KELLOGGS_RICE KRISPIES_SEASONAL_XAXIS_YOUTUBE_RICE KRISPIES TREAT_AFFINITY AUDIENCES_CPV_AFTERNOON SNACK
202,MCMMIA_2020_GTM_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITY AUDIENCES_CPM_FAMILY BREAKFAST
203,MCMMIA_2020_GTM_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
204,MCMMIA_2020_CRI_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITY AUDIENCES_CPM_FAMILY BREAKFAST
205,MCMMIA_2020_CRI_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
206,MCMMIA_2020_SLV_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITY AUDIENCES_CPM_FAMILY BREAKFAST
207,MCMMIA_2020_SLV_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_CRAYOLA_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
208,MCMPR_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_AUDIO_EVENING ME
209,MCMMIA_2020_PRI_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_NAVIDAD_AFFINITY AUDIENCES_CPV_EVENING ME
210,MCMMIA_2020_GTM_KELLOGGS_RICE KRISPIES_SEASONAL_XAXIS_YOUTUBE_RECOVERY PLAN_AFFINITY AUDIENCES_CPV_AFTERNOON SNACK
211,MCMMIA_2020_CRI_KELLOGGS_RICE KRISPIES_SEASONAL_XAXIS_YOUTUBE_RECOVERY PLAN_AFFINITY AUDIENCES_CPV_AFTERNOON SNACK
212,MCMMIA_2020_GTM_KELLOGGS_SPECIAL K BARS_SEASONAL_XAXIS_YOUTUBE_RECOVERY PLAN_AFFINITY AUDIENCES_CPV_AFTERNOON SNACK
213,MCMMIA_2020_CRI_KELLOGGS_SPECIAL K BARS_SEASONAL_XAXIS_YOUTUBE_RECOVERY PLAN_AFFINITY AUDIENCES_CPV_AFTERNOON SNACK
214,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_DESTAPA Y GANA_AFFINITY AUDIENCES_CPC_EVENING ME
215,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITY AUDIENCES_CPV_EVENING ME
216,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENING ME
217,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENING ME
218,MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITY AUDIENCES_CPV_EVENING ME
219,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENING ME
220,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENING ME
221,MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITY AUDIENCES_CPV_EVENING ME
222,MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENING ME
223,MCMPR_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENING ME
224,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_XMAS_AFFINITY AUDIENCES_CPV_EVENING ME
225,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_XAXIS_EVENING ME
226,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_NAVIDAD_SPOTIFY_EVENING ME
227,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_WAVY_AFFINITY AUDIENCES_CPV_EVENING ME
228,MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_WAVY_AFFINITY AUDIENCES_CPV_EVENING ME
229,MCMMIA_2020_PAN_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_WAVY_AFFINITY AUDIENCES_CPV_EVENING ME
230,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_WAVY_AFFINITY AUDIENCES_CPV_EVENING ME
231,MCMMIA_2020_GTM_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_BACK TO SCHOOL_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
232,MCMMIA_2020_CRI_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_BACK TO SCHOOL_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
233,MCMMIA_2020_SLV_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_XAXIS_YOUTUBE_BACK TO SCHOOL_AFFINITY AUDIENCES_CPV_FAMILY BREAKFAST
234,MCMPR_2020_GTM_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_BACK TO SCHOOL_XAXIS - VIDEO_FAMILY BREAKFAST_CPV-XAXIS - VIDEO
235,MCMPR_2020_CRI_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_BACK TO SCHOOL_XAXIS - VIDEO_FAMILY BREAKFAST_CPV-XAXIS - VIDEO
236,MCMPR_2020_SLV_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_BACK TO SCHOOL_XAXIS - VIDEO_FAMILY BREAKFAST_CPV-XAXIS - VIDEO
237,MCMPR_2021_PRI_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_365 BOWLS_AUDIO_BREAKFAST FOR ONE_CPM-AUDIO
238,MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
239,MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_CLARO MOBILE_EVENING ME_CPM-CLARO MOBILE
240,MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_TIGO MOBILE_EVENING ME_CPM-TIGO MOBILE
241,MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
242,MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_CLARO MOBILE_EVENING ME_CPM-CLARO MOBILE
243,MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
244,MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_CLARO MOBILE_EVENING ME_CPM-CLARO MOBILE
245,MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANO X2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
246,MCMMIA_2021_GTM_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_SPOTIFY_MID-MORNING SNACK_CPCV-SPOTIFY
247,MCMMIA_2021_CRI_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_SPOTIFY_MID-MORNING SNACK_CPCV-SPOTIFY
248,MCMMIA_2021_GTM_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_XAXIS PUSH NOTIFICATION ADS_MID-MORNING SNACK_CPM-XAXIS PUSH NOTIFICATION ADS
249,MCMMIA_2021_CRI_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_XAXIS PUSH NOTIFICATION ADS_MID-MORNING SNACK_CPM-XAXIS PUSH NOTIFICATION ADS
250,MCMMX_2021_MEX_KELLOGGS_CHOCO KRISPIS_SEASONAL_GOOGLE_GOOGLE - RESERVA_A LO GRANDE_AFFINITY AUDIENCES_CPM_FAMILY BREAKFAST
251,MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_POSITIVE_CORNERSHOP_BREAKFAST FOR ONE_FIXED-CORNERSHOP
252,MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_MEGA LATA_THINKY_EVENING ME_FIXED-THINKY
253,MCMCO_2021_COL_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_BACK TO SCHOOL_KIDSCORP_BREAKFAST FOR ONE_CPV-KIDSCORP
254,MCMCO_2021_COL_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_BACK TO SCHOOL_XAXIS - STANDARD BANNERS_BREAKFAST FOR ONE_CPM-XAXIS - STANDARD BANNERS
255,MCMCO_2021_COL_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_BACK TO SCHOOL_AUDIO_BREAKFAST FOR ONE_CPM-AUDIO
256,MCMCO_2021_COL_KELLOGGS_HEALTHY KIDS_SEASONAL_HEALTHY KIDS GRANOLA_KIDSCORP_FAMILY BREAKFAST_CPM-KIDSCORP
257,KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_VERIZON-CPM_MORNINGBREAKFAST
258,KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_VERIZON-CPV_MORNINGBREAKFAST
259,KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_KIDSCORP-CPV_MORNINGBREAKFAST
260,KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_VERIZON-CPC_MORNINGBREAKFAST
261,KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_KIDSCORP-CPM_MORNINGBREAKFAST
262,KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_VERIZON-CPV_EVENINGLEISURETIME_CPV
263,KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_VERIZON-CPM_EVENINGLEISURETIME_CPM
264,KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_XBOX-CPM_EVENINGLEISURETIME_CPM
265,KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_VERIZON-CPC_EVENINGLEISURETIME_CPC
266,KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_AONDECONVEM-CPC_EVENINGLEISURETIME
267,KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_RAPPI_CPC_EVENINGLEISURETIME
268,KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_TWITCH-CPV_EVENINGLEISURETIME
269,MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_XAXIS - DISPLAY_BREAKFAST FOR ONE
270,MCMCO_2020_COL_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_RAPPI - MUSLI_XAXIS - DISPLAY_BREAKFAST FOR ONE
271,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYS ON GAMING_GAMELOFT_ALWAYS ON
272,NUEVO POSICIONAMIENTO
273,BACK TO SCHOOL
274,RE CREATE
275,PCC
276,TOTE BAGS PROMO
277,ALIMENTAMOS TODO LO QUE ERES
278,GAMING
279,EXTRA
280,HAZLO TUYO
281,FIBRE REFRAME
282,PCC CEREBRO
283,OOB DINNER
284,ALIMENTAMOS LO QUE ERES
285,LANZAMIENTO PROTEÍNA
286,ORIGINAL
287,FROOT LOOP SOCKS
288,NADA QUE AGREGAR
289,EQUITY 2019
290,TEAM RÓMPELA
291,CREA TU VIDEO JUGO
292,ROMPELA CON CHOCO KRISPIS
293,FREE STRIPE TOCHITO
294,TAZÓN TOCHITO
295,EQUITY
296,RED CITY
297,MUSIC
298,X-MAS
299,GAME PROMO
300,RE CREATE THE GAME
301,KELLOGGS MUSLI
302,FALCAO
303,BOLSILLO LLENO DE CORAZÓN CON KELLOGG
304,INNOVACIONES
305,PROMO SMARFIT
306,MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
307,MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
308,MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
309,MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXIS PUSH NOTIFICATION ADS_EVENING ME_CPC-XAXIS PUSH NOTIFICATION ADS
310,MCMPR_2021_GTM_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_XAXIS PUSH NOTIFICATION ADS_MID-MORNING SNACK_CPM-XAXIS PUSH NOTIFICATION ADS
311,MCMPR_2021_CRI_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_XAXIS PUSH NOTIFICATION ADS_MID-MORNING SNACK_CPM-XAXIS PUSH NOTIFICATION ADS
312,MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENING ME_CPCV-SPOTIFY
313,MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLARO MOBILE_EVENING ME_CPM-CLARO MOBILE
314,MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_TIGO MOBILE_EVENING ME_CPM-TIGO MOBILE
315,MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENING ME_CPCV-SPOTIFY
316,MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLARO MOBILE_EVENING ME_CPM-CLARO MOBILE
317,MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENING ME_CPCV-SPOTIFY
318,MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_CLARO MOBILE_EVENING ME_CPM-CLARO MOBILE
319,MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SPOTIFY_EVENING ME_CPCV-SPOTIFY
320,MCMPR_2021_GTM_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_SPOTIFY_MID-MORNING SNACK_CPCV-SPOTIFY
321,MCMPR_2021_CRI_KELLOGGS_SPECIAL K BARS_SEASONAL_HOME OFFICE_SPOTIFY_MID-MORNING SNACK_CPCV-SPOTIFY
322,MCMPR_2021_PRI_KELLOGGS_PRINGLES_SEASONAL_MEGHAN_SPOTIFY_EVENING ME_CPCV-SPOTIFY
323,MCMPR_2021_GTM_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_MEDIUM BOX_CLARO MOBILE_FAMILY BREAKFAST_CPM-CLARO MOBILE
324,MCMPR_2021_SLV_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_MEDIUM BOX_CLARO MOBILE_FAMILY BREAKFAST_CPM-CLARO MOBILE
325,MCMPR_2021_CRI_KELLOGGS_CORPORATE PROMOTIONS_SEASONAL_MEDIUM BOX_CLARO MOBILE_FAMILY BREAKFAST_CPM-CLARO MOBILE
326,MCMPR_2021_GTM_KELLOGGS_CHOCO KRISPIS_SEASONAL_A LO GRANDE_CLARO MOBILE_FAMILY BREAKFAST_CPM-CLARO MOBILE
327,MCMPR_2021_GTM_KELLOGGS_SPECIAL K_SEASONAL_ALIMENTAMOS LO QUE ERES_XAXIS PUSH NOTIFICATION ADS_BREAKFAST FOR ONE_CPM-XAXIS PUSH NOTIFICATION ADS
328,MCMPR_2021_CRI_KELLOGGS_SPECIAL K_SEASONAL_ALIMENTAMOS LO QUE ERES_XAXIS PUSH NOTIFICATION ADS_BREAKFAST FOR ONE_CPM-XAXIS PUSH NOTIFICATION ADS
329,MCMECU_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURA GARRA_EIKON_BREAKFAST FOR ONE_CPM-EIKON
330,MCMECU_2021_ECU_KELLOGGS_ZUCARITAS_SEASONAL_PURA GARRA_KIDSCORP_BREAKFAST FOR ONE_CPCV-KIDSCORP
331,MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTA MUCHO MAS_CORNERSHOP_BREAKFAST FOR ONE_FIXED-CORNERSHOP
332,MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYS CLOSE TO YOU_WETRANSFER_FAMILY BREAKFAST_CPM-WETRANSFER
333,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA DELICE_INCA_AFTERNOON SNACK_FIXED-INCA
334,MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_RED CITY GDL_AZTECA_EVENING ME_FIXED-AZTECA
335,MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMO XBOX_CORNERSHOP_EVENING ME_FIXED-CORNERSHOP
336,MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMO XBOX_GAMELOFT_EVENING ME_CPM-GAMELOFT
337,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_GOOGLE - RESERVA_PROMO XBOX_AFFINITY AUDIENCES_CPM_EVENING ME
